timestamp,name,utilization.gpu [%],memory.used [MiB],memory.total [MiB],temperature.gpu,power.draw [W],clocks.sm [MHz]
2026/07/14 04:18:36.925, NVIDIA GeForce RTX 4070 Laptop GPU, 0, 0, 8188, 49, 21.29, 2175
2026/07/14 04:19:36.962, NVIDIA GeForce RTX 4070 Laptop GPU, 94, 3903, 8188, 64, 54.10, 1950
2026/07/14 04:20:37.004, NVIDIA GeForce RTX 4070 Laptop GPU, 94, 7937, 8188, 62, 56.33, 1995
2026/07/14 04:21:37.046, NVIDIA GeForce RTX 4070 Laptop GPU, 92, 7937, 8188, 62, 55.02, 1995
2026/07/14 04:22:37.090, NVIDIA GeForce RTX 4070 Laptop GPU, 92, 7931, 8188, 61, 54.81, 2055
2026/07/14 04:23:37.132, NVIDIA GeForce RTX 4070 Laptop GPU, 94, 7931, 8188, 62, 54.71, 2040
2026/07/14 04:24:37.215, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7923, 8188, 58, 33.06, 2490
2026/07/14 04:25:37.256, NVIDIA GeForce RTX 4070 Laptop GPU, 83, 7923, 8188, 62, 46.19, 2490
2026/07/14 04:26:37.292, NVIDIA GeForce RTX 4070 Laptop GPU, 84, 7923, 8188, 62, 54.42, 2160
2026/07/14 04:27:37.332, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7923, 8188, 61, 39.03, 2130
2026/07/14 04:28:37.380, NVIDIA GeForce RTX 4070 Laptop GPU, 95, 7923, 8188, 62, 54.93, 1965
2026/07/14 04:29:37.437, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7903, 8188, 58, 39.77, 2490
2026/07/14 04:30:37.471, NVIDIA GeForce RTX 4070 Laptop GPU, 89, 7903, 8188, 63, 54.90, 2115
2026/07/14 04:31:37.526, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7903, 8188, 57, 33.28, 2490
2026/07/14 04:32:37.579, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7903, 8188, 58, 31.97, 2490
2026/07/14 04:33:37.625, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7903, 8188, 59, 32.32, 2490
2026/07/14 04:34:37.666, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7903, 8188, 60, 32.77, 2490
2026/07/14 04:35:37.696, NVIDIA GeForce RTX 4070 Laptop GPU, 97, 7903, 8188, 62, 56.03, 1950
2026/07/14 04:36:37.730, NVIDIA GeForce RTX 4070 Laptop GPU, 89, 7903, 8188, 61, 48.91, 2490
2026/07/14 04:37:37.781, NVIDIA GeForce RTX 4070 Laptop GPU, 93, 7903, 8188, 62, 54.56, 2070
2026/07/14 04:38:37.819, NVIDIA GeForce RTX 4070 Laptop GPU, 92, 7903, 8188, 60, 55.10, 2085
2026/07/14 04:39:37.873, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7903, 8188, 58, 32.38, 2490
2026/07/14 04:40:37.940, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7903, 8188, 59, 34.59, 2490
2026/07/14 04:41:37.984, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7903, 8188, 60, 48.60, 2490
2026/07/14 04:42:38.024, NVIDIA GeForce RTX 4070 Laptop GPU, 96, 7903, 8188, 62, 54.91, 2070
2026/07/14 04:43:38.058, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7903, 8188, 58, 45.34, 2490
2026/07/14 04:44:38.104, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7903, 8188, 60, 44.11, 1845
2026/07/14 04:45:38.147, NVIDIA GeForce RTX 4070 Laptop GPU, 96, 7903, 8188, 62, 54.93, 1995
2026/07/14 04:46:38.183, NVIDIA GeForce RTX 4070 Laptop GPU, 96, 7903, 8188, 61, 54.83, 2085
2026/07/14 04:47:38.220, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7903, 8188, 60, 47.64, 1950
2026/07/14 04:48:38.267, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7903, 8188, 58, 32.15, 2490
2026/07/14 04:49:38.304, NVIDIA GeForce RTX 4070 Laptop GPU, 72, 7905, 8188, 64, 54.73, 2475
2026/07/14 04:50:38.344, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7905, 8188, 60, 39.64, 2430
2026/07/14 04:51:38.383, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7905, 8188, 59, 34.68, 2490
2026/07/14 04:52:38.432, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7905, 8188, 58, 31.82, 2490
2026/07/14 04:53:38.470, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7905, 8188, 59, 44.11, 2490
2026/07/14 04:54:38.510, NVIDIA GeForce RTX 4070 Laptop GPU, 96, 7905, 8188, 63, 54.96, 1995
2026/07/14 04:55:38.548, NVIDIA GeForce RTX 4070 Laptop GPU, 95, 7905, 8188, 61, 54.81, 1995
2026/07/14 04:56:38.586, NVIDIA GeForce RTX 4070 Laptop GPU, 96, 7905, 8188, 60, 42.56, 2055
2026/07/14 04:57:38.633, NVIDIA GeForce RTX 4070 Laptop GPU, 95, 7905, 8188, 62, 54.42, 2025
2026/07/14 04:58:38.679, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7905, 8188, 58, 43.40, 2490
2026/07/14 04:59:38.741, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7905, 8188, 58, 32.90, 2490
2026/07/14 05:00:38.793, NVIDIA GeForce RTX 4070 Laptop GPU, 82, 7905, 8188, 64, 55.24, 2355
