timestamp,name,utilization.gpu [%],memory.used [MiB],memory.total [MiB],temperature.gpu,power.draw [W]
2026/08/04 17:29:26.883, NVIDIA GeForce RTX 4070 Laptop GPU, 0, 0, 8188, 58, 590.01
2026/08/04 17:29:57.390, NVIDIA GeForce RTX 4070 Laptop GPU, 0, 2113, 8188, 59, 5.90
2026/08/04 17:30:27.528, NVIDIA GeForce RTX 4070 Laptop GPU, 86, 2817, 8188, 65, 54.27
2026/08/04 17:30:57.561, NVIDIA GeForce RTX 4070 Laptop GPU, 92, 2817, 8188, 66, 54.88
2026/08/04 17:31:27.615, NVIDIA GeForce RTX 4070 Laptop GPU, 89, 2817, 8188, 67, 54.83
2026/08/04 17:31:57.656, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 5579, 8188, 69, 56.07
2026/08/04 17:32:27.711, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7939, 8188, 68, 55.73
2026/08/04 17:32:57.783, NVIDIA GeForce RTX 4070 Laptop GPU, 97, 7933, 8188, 66, 54.63
2026/08/04 17:33:27.822, NVIDIA GeForce RTX 4070 Laptop GPU, 99, 7933, 8188, 67, 54.79
2026/08/04 17:33:57.858, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7923, 8188, 67, 43.55
2026/08/04 17:34:27.892, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7923, 8188, 66, 54.82
2026/08/04 17:34:57.938, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7923, 8188, 67, 54.74
2026/08/04 17:35:27.980, NVIDIA GeForce RTX 4070 Laptop GPU, 98, 7923, 8188, 67, 55.26
2026/08/04 17:35:58.044, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7903, 8188, 64, 32.51
2026/08/04 17:36:28.088, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7903, 8188, 62, 32.47
2026/08/04 17:36:58.135, NVIDIA GeForce RTX 4070 Laptop GPU, 99, 7903, 8188, 65, 54.77
