timestamp,name,utilization.gpu [%],memory.used [MiB],memory.total [MiB],temperature.gpu,power.draw [W],clocks.sm [MHz]
2026/07/24 14:10:02.420, NVIDIA GeForce RTX 4070 Laptop GPU, 0, 0, 8188, 56, 12.95, 480
2026/07/24 14:11:02.504, NVIDIA GeForce RTX 4070 Laptop GPU, 92, 2767, 8188, 62, 54.79, 1800
2026/07/24 14:12:02.545, NVIDIA GeForce RTX 4070 Laptop GPU, 87, 2767, 8188, 63, 54.77, 1920
2026/07/24 14:13:02.583, NVIDIA GeForce RTX 4070 Laptop GPU, 82, 2767, 8188, 62, 53.93, 2055
2026/07/24 14:14:02.634, NVIDIA GeForce RTX 4070 Laptop GPU, 94, 2767, 8188, 61, 54.94, 1785
2026/07/24 14:15:02.666, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7937, 8188, 59, 45.73, 2490
2026/07/24 14:16:02.752, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7931, 8188, 57, 42.28, 2490
2026/07/24 14:17:02.810, NVIDIA GeForce RTX 4070 Laptop GPU, 97, 7931, 8188, 57, 30.64, 2490
2026/07/24 14:18:02.848, NVIDIA GeForce RTX 4070 Laptop GPU, 97, 7931, 8188, 60, 54.94, 2085
2026/07/24 14:19:02.890, NVIDIA GeForce RTX 4070 Laptop GPU, 97, 7931, 8188, 60, 55.05, 2040
2026/07/24 14:20:02.930, NVIDIA GeForce RTX 4070 Laptop GPU, 97, 7931, 8188, 60, 54.73, 2160
2026/07/24 14:21:02.979, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7931, 8188, 57, 48.14, 2490
2026/07/24 14:22:03.031, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7931, 8188, 59, 48.08, 2490
2026/07/24 14:23:03.101, NVIDIA GeForce RTX 4070 Laptop GPU, 97, 7931, 8188, 60, 54.96, 1920
2026/07/24 14:24:03.174, NVIDIA GeForce RTX 4070 Laptop GPU, 96, 7931, 8188, 60, 54.78, 1995
2026/07/24 14:25:03.272, NVIDIA GeForce RTX 4070 Laptop GPU, 92, 7931, 8188, 59, 54.92, 2145
2026/07/24 14:26:03.319, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7931, 8188, 58, 46.82, 2475
2026/07/24 14:27:03.377, NVIDIA GeForce RTX 4070 Laptop GPU, 90, 7931, 8188, 62, 54.85, 2295
2026/07/24 14:28:03.435, NVIDIA GeForce RTX 4070 Laptop GPU, 88, 7931, 8188, 62, 54.76, 2220
