timestamp,name,utilization.gpu [%],memory.used [MiB],memory.total [MiB],temperature.gpu,power.draw [W],clocks.sm [MHz]
2026/07/24 10:17:14.944, NVIDIA GeForce RTX 4070 Laptop GPU, 0, 0, 8188, 51, 15.32, 420
2026/07/24 10:18:14.994, NVIDIA GeForce RTX 4070 Laptop GPU, 65, 2749, 8188, 63, 53.55, 2370
2026/07/24 10:19:15.030, NVIDIA GeForce RTX 4070 Laptop GPU, 70, 2749, 8188, 63, 54.41, 2265
2026/07/24 10:20:15.090, NVIDIA GeForce RTX 4070 Laptop GPU, 99, 7941, 8188, 62, 51.94, 1830
2026/07/24 10:21:15.129, NVIDIA GeForce RTX 4070 Laptop GPU, 96, 7937, 8188, 61, 54.94, 1905
2026/07/24 10:22:15.166, NVIDIA GeForce RTX 4070 Laptop GPU, 95, 7929, 8188, 59, 54.99, 2070
2026/07/24 10:23:15.231, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7903, 8188, 58, 32.25, 2490
2026/07/24 10:24:15.276, NVIDIA GeForce RTX 4070 Laptop GPU, 97, 7903, 8188, 61, 54.96, 1860
2026/07/24 10:25:15.333, NVIDIA GeForce RTX 4070 Laptop GPU, 89, 7903, 8188, 59, 54.81, 2145
2026/07/24 10:26:15.402, NVIDIA GeForce RTX 4070 Laptop GPU, 97, 7903, 8188, 57, 37.38, 2490
2026/07/24 10:27:15.450, NVIDIA GeForce RTX 4070 Laptop GPU, 99, 7903, 8188, 60, 54.88, 1935
2026/07/24 10:28:15.488, NVIDIA GeForce RTX 4070 Laptop GPU, 95, 7903, 8188, 59, 54.86, 2040
2026/07/24 10:29:15.570, NVIDIA GeForce RTX 4070 Laptop GPU, 97, 7903, 8188, 57, 38.66, 2490
2026/07/24 10:30:15.621, NVIDIA GeForce RTX 4070 Laptop GPU, 97, 7903, 8188, 60, 54.93, 1905
2026/07/24 10:31:15.701, NVIDIA GeForce RTX 4070 Laptop GPU, 94, 7903, 8188, 58, 54.85, 2085
2026/07/24 10:32:15.742, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7903, 8188, 57, 31.54, 2490
2026/07/24 10:33:15.777, NVIDIA GeForce RTX 4070 Laptop GPU, 76, 7881, 8188, 62, 51.93, 2445
2026/07/24 10:34:15.860, NVIDIA GeForce RTX 4070 Laptop GPU, 97, 7881, 8188, 62, 54.89, 1890
2026/07/24 10:35:15.920, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7881, 8188, 57, 43.17, 2490
