timestamp,name,utilization.gpu [%],memory.used [MiB],memory.total [MiB],temperature.gpu,power.draw [W],clocks.sm [MHz]
2026/07/14 03:03:17.803, NVIDIA GeForce RTX 4070 Laptop GPU, 0, 0, 8188, 48, 21.47, 2175
2026/07/14 03:04:17.840, NVIDIA GeForce RTX 4070 Laptop GPU, 75, 2793, 8188, 65, 57.50, 2175
2026/07/14 03:05:17.877, NVIDIA GeForce RTX 4070 Laptop GPU, 92, 7937, 8188, 62, 55.26, 1965
2026/07/14 03:06:17.935, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7927, 8188, 58, 33.30, 2490
2026/07/14 03:07:17.970, NVIDIA GeForce RTX 4070 Laptop GPU, 96, 7927, 8188, 62, 54.78, 1890
2026/07/14 03:08:18.007, NVIDIA GeForce RTX 4070 Laptop GPU, 96, 7927, 8188, 60, 54.73, 2040
2026/07/14 03:09:18.101, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7927, 8188, 60, 33.68, 1830
2026/07/14 03:10:18.147, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7927, 8188, 59, 32.81, 2490
2026/07/14 03:11:18.192, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7927, 8188, 60, 42.14, 2490
2026/07/14 03:12:18.232, NVIDIA GeForce RTX 4070 Laptop GPU, 96, 7927, 8188, 62, 51.60, 1920
2026/07/14 03:13:18.275, NVIDIA GeForce RTX 4070 Laptop GPU, 96, 7927, 8188, 60, 54.73, 2010
2026/07/14 03:14:18.312, NVIDIA GeForce RTX 4070 Laptop GPU, 94, 7927, 8188, 60, 54.80, 2070
2026/07/14 03:15:18.354, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7927, 8188, 59, 34.21, 2490
2026/07/14 03:16:18.420, NVIDIA GeForce RTX 4070 Laptop GPU, 97, 7927, 8188, 60, 32.23, 2490
2026/07/14 03:17:18.468, NVIDIA GeForce RTX 4070 Laptop GPU, 90, 7927, 8188, 62, 55.20, 2220
2026/07/14 03:18:18.504, NVIDIA GeForce RTX 4070 Laptop GPU, 58, 7927, 8188, 63, 47.04, 2490
2026/07/14 03:19:18.544, NVIDIA GeForce RTX 4070 Laptop GPU, 96, 7927, 8188, 61, 54.92, 1920
2026/07/14 03:20:18.581, NVIDIA GeForce RTX 4070 Laptop GPU, 93, 7927, 8188, 59, 54.49, 2085
2026/07/14 03:21:18.620, NVIDIA GeForce RTX 4070 Laptop GPU, 96, 7927, 8188, 62, 54.73, 1875
2026/07/14 03:22:18.662, NVIDIA GeForce RTX 4070 Laptop GPU, 91, 7927, 8188, 58, 43.50, 1770
2026/07/14 03:23:18.714, NVIDIA GeForce RTX 4070 Laptop GPU, 88, 7927, 8188, 59, 55.08, 2145
2026/07/14 03:24:18.764, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7927, 8188, 59, 32.24, 2490
2026/07/14 03:25:18.796, NVIDIA GeForce RTX 4070 Laptop GPU, 97, 7927, 8188, 62, 55.02, 1860
2026/07/14 03:26:18.850, NVIDIA GeForce RTX 4070 Laptop GPU, 95, 7927, 8188, 60, 54.94, 2070
2026/07/14 03:27:18.892, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7927, 8188, 60, 33.36, 1875
2026/07/14 03:28:18.925, NVIDIA GeForce RTX 4070 Laptop GPU, 95, 7927, 8188, 62, 54.36, 2010
2026/07/14 03:29:18.975, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7927, 8188, 58, 41.67, 2490
2026/07/14 03:30:19.021, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7927, 8188, 60, 32.96, 2490
2026/07/14 03:31:19.060, NVIDIA GeForce RTX 4070 Laptop GPU, 56, 7927, 8188, 61, 53.03, 2460
2026/07/14 03:32:19.099, NVIDIA GeForce RTX 4070 Laptop GPU, 90, 7927, 8188, 63, 54.65, 2205
2026/07/14 03:33:19.149, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7927, 8188, 60, 33.72, 2490
2026/07/14 03:34:19.180, NVIDIA GeForce RTX 4070 Laptop GPU, 95, 7927, 8188, 62, 55.14, 2025
2026/07/14 03:35:19.216, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7927, 8188, 57, 32.60, 2490
2026/07/14 03:36:19.269, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7927, 8188, 58, 31.82, 2490
2026/07/14 03:37:19.314, NVIDIA GeForce RTX 4070 Laptop GPU, 96, 7927, 8188, 62, 54.87, 1995
2026/07/14 03:38:19.348, NVIDIA GeForce RTX 4070 Laptop GPU, 95, 7927, 8188, 61, 54.84, 2010
2026/07/14 03:39:19.393, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7927, 8188, 61, 31.37, 1740
2026/07/14 03:40:19.430, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7927, 8188, 60, 45.24, 2490
2026/07/14 03:41:19.472, NVIDIA GeForce RTX 4070 Laptop GPU, 96, 7927, 8188, 61, 54.98, 1980
2026/07/14 03:42:19.513, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7927, 8188, 58, 44.11, 2490
2026/07/14 03:43:19.563, NVIDIA GeForce RTX 4070 Laptop GPU, 96, 7927, 8188, 59, 35.28, 2490
2026/07/14 03:44:19.606, NVIDIA GeForce RTX 4070 Laptop GPU, 92, 7927, 8188, 63, 55.38, 2010
2026/07/14 03:45:19.648, NVIDIA GeForce RTX 4070 Laptop GPU, 79, 7927, 8188, 60, 55.18, 2310
2026/07/14 03:46:19.692, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7927, 8188, 58, 38.04, 2490
2026/07/14 03:47:19.723, NVIDIA GeForce RTX 4070 Laptop GPU, 74, 7927, 8188, 63, 54.58, 2460
2026/07/14 03:48:19.767, NVIDIA GeForce RTX 4070 Laptop GPU, 97, 7927, 8188, 63, 55.08, 1995
2026/07/14 03:49:19.832, NVIDIA GeForce RTX 4070 Laptop GPU, 95, 7927, 8188, 61, 55.61, 2085
2026/07/14 03:50:19.880, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7927, 8188, 58, 34.96, 2490
2026/07/14 03:51:19.928, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7927, 8188, 60, 36.72, 2490
2026/07/14 03:52:19.969, NVIDIA GeForce RTX 4070 Laptop GPU, 96, 7927, 8188, 62, 54.93, 1950
2026/07/14 03:53:20.014, NVIDIA GeForce RTX 4070 Laptop GPU, 95, 7927, 8188, 61, 54.81, 2040
2026/07/14 03:54:20.056, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7927, 8188, 57, 31.47, 2490
2026/07/14 03:55:20.106, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7927, 8188, 57, 31.53, 2490
2026/07/14 03:56:20.154, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7927, 8188, 59, 44.32, 2490
2026/07/14 03:57:20.201, NVIDIA GeForce RTX 4070 Laptop GPU, 96, 7927, 8188, 62, 54.86, 1890
2026/07/14 03:58:20.241, NVIDIA GeForce RTX 4070 Laptop GPU, 95, 7927, 8188, 60, 54.18, 1995
2026/07/14 03:59:20.277, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7927, 8188, 58, 45.00, 2490
2026/07/14 04:00:20.317, NVIDIA GeForce RTX 4070 Laptop GPU, 97, 7927, 8188, 62, 41.61, 2040
2026/07/14 04:01:20.354, NVIDIA GeForce RTX 4070 Laptop GPU, 72, 7927, 8188, 63, 51.50, 2355
2026/07/14 04:02:20.396, NVIDIA GeForce RTX 4070 Laptop GPU, 95, 7927, 8188, 63, 54.22, 2025
2026/07/14 04:03:20.428, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7927, 8188, 60, 32.71, 1845
2026/07/14 04:04:20.478, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7927, 8188, 60, 34.03, 2490
2026/07/14 04:05:20.510, NVIDIA GeForce RTX 4070 Laptop GPU, 95, 7927, 8188, 61, 55.03, 1995
2026/07/14 04:06:20.545, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7927, 8188, 58, 42.26, 2490
2026/07/14 04:07:20.599, NVIDIA GeForce RTX 4070 Laptop GPU, 97, 7927, 8188, 60, 34.13, 2490
2026/07/14 04:08:20.629, NVIDIA GeForce RTX 4070 Laptop GPU, 97, 7927, 8188, 62, 54.83, 1920
2026/07/14 04:09:20.664, NVIDIA GeForce RTX 4070 Laptop GPU, 94, 7927, 8188, 61, 54.79, 2025
2026/07/14 04:10:20.718, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7927, 8188, 58, 32.08, 2490
2026/07/14 04:11:20.772, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7927, 8188, 60, 33.02, 2490
2026/07/14 04:12:20.804, NVIDIA GeForce RTX 4070 Laptop GPU, 81, 7927, 8188, 61, 51.33, 2265
2026/07/14 04:13:20.843, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7927, 8188, 59, 42.58, 1800
2026/07/14 04:14:20.878, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7905, 8188, 60, 31.50, 2490
2026/07/14 04:15:20.921, NVIDIA GeForce RTX 4070 Laptop GPU, 82, 7905, 8188, 62, 55.95, 2400
2026/07/14 04:16:20.963, NVIDIA GeForce RTX 4070 Laptop GPU, 78, 7905, 8188, 62, 49.15, 2490
2026/07/14 04:17:20.996, NVIDIA GeForce RTX 4070 Laptop GPU, 93, 7905, 8188, 62, 50.21, 2490
