timestamp,name,utilization.gpu [%],memory.used [MiB],memory.total [MiB],temperature.gpu,power.draw [W],clocks.sm [MHz]
2026/07/14 02:04:53.400, NVIDIA GeForce RTX 4070 Laptop GPU, 0, 0, 8188, 48, 21.19, 2175
2026/07/14 02:05:53.440, NVIDIA GeForce RTX 4070 Laptop GPU, 86, 3903, 8188, 65, 55.34, 2100
2026/07/14 02:06:53.478, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7931, 8188, 60, 36.56, 1905
2026/07/14 02:07:53.523, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7931, 8188, 60, 39.23, 2490
2026/07/14 02:08:53.580, NVIDIA GeForce RTX 4070 Laptop GPU, 94, 7931, 8188, 60, 55.19, 2100
2026/07/14 02:09:53.618, NVIDIA GeForce RTX 4070 Laptop GPU, 96, 7931, 8188, 61, 54.94, 1920
2026/07/14 02:10:53.687, NVIDIA GeForce RTX 4070 Laptop GPU, 93, 7923, 8188, 60, 54.78, 2040
2026/07/14 02:11:53.741, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7923, 8188, 58, 30.94, 2490
2026/07/14 02:12:53.778, NVIDIA GeForce RTX 4070 Laptop GPU, 99, 7923, 8188, 61, 38.33, 2175
2026/07/14 02:13:53.831, NVIDIA GeForce RTX 4070 Laptop GPU, 64, 7923, 8188, 63, 54.28, 2490
2026/07/14 02:14:53.890, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7923, 8188, 62, 54.23, 2115
2026/07/14 02:15:53.924, NVIDIA GeForce RTX 4070 Laptop GPU, 94, 7923, 8188, 60, 54.85, 2025
2026/07/14 02:16:53.965, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7923, 8188, 59, 35.58, 2490
2026/07/14 02:17:54.004, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7923, 8188, 62, 37.46, 2025
2026/07/14 02:18:54.038, NVIDIA GeForce RTX 4070 Laptop GPU, 96, 7923, 8188, 61, 56.06, 2070
2026/07/14 02:19:54.078, NVIDIA GeForce RTX 4070 Laptop GPU, 93, 7923, 8188, 60, 53.57, 2160
2026/07/14 02:20:54.124, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7923, 8188, 59, 40.20, 2490
2026/07/14 02:21:54.159, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7923, 8188, 59, 32.31, 2490
2026/07/14 02:22:54.201, NVIDIA GeForce RTX 4070 Laptop GPU, 49, 7923, 8188, 63, 47.31, 2490
2026/07/14 02:23:54.243, NVIDIA GeForce RTX 4070 Laptop GPU, 96, 7923, 8188, 63, 54.14, 1920
2026/07/14 02:24:54.283, NVIDIA GeForce RTX 4070 Laptop GPU, 91, 7923, 8188, 60, 54.75, 2055
2026/07/14 02:25:54.325, NVIDIA GeForce RTX 4070 Laptop GPU, 96, 7923, 8188, 61, 54.93, 1995
2026/07/14 02:26:54.362, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7923, 8188, 59, 31.86, 2205
2026/07/14 02:27:54.399, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7923, 8188, 61, 34.56, 2205
2026/07/14 02:28:54.444, NVIDIA GeForce RTX 4070 Laptop GPU, 66, 7923, 8188, 61, 41.32, 2430
2026/07/14 02:29:54.478, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7923, 8188, 58, 44.60, 2490
2026/07/14 02:30:54.527, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7923, 8188, 58, 42.38, 2490
2026/07/14 02:31:54.568, NVIDIA GeForce RTX 4070 Laptop GPU, 92, 7923, 8188, 60, 57.75, 2025
2026/07/14 02:32:54.602, NVIDIA GeForce RTX 4070 Laptop GPU, 96, 7923, 8188, 61, 54.90, 1965
2026/07/14 02:33:54.640, NVIDIA GeForce RTX 4070 Laptop GPU, 76, 7923, 8188, 62, 55.54, 2430
2026/07/14 02:34:54.681, NVIDIA GeForce RTX 4070 Laptop GPU, 71, 7923, 8188, 61, 44.07, 2490
2026/07/14 02:35:54.731, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7923, 8188, 58, 33.12, 2490
2026/07/14 02:36:54.778, NVIDIA GeForce RTX 4070 Laptop GPU, 97, 7923, 8188, 60, 41.80, 2280
2026/07/14 02:37:54.814, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7923, 8188, 59, 32.78, 2490
2026/07/14 02:38:54.859, NVIDIA GeForce RTX 4070 Laptop GPU, 98, 7923, 8188, 61, 50.00, 2400
