timestamp,name,utilization.gpu [%],memory.used [MiB],memory.total [MiB],temperature.gpu,power.draw [W],clocks.sm [MHz]
2026/07/14 00:49:31.034, NVIDIA GeForce RTX 4070 Laptop GPU, 0, 0, 8188, 49, 590.01, 2175
2026/07/14 00:50:31.072, NVIDIA GeForce RTX 4070 Laptop GPU, 89, 2791, 8188, 64, 54.85, 1770
2026/07/14 00:51:31.117, NVIDIA GeForce RTX 4070 Laptop GPU, 92, 7937, 8188, 62, 54.79, 1965
2026/07/14 00:52:31.158, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7929, 8188, 57, 39.88, 2490
2026/07/14 00:53:31.198, NVIDIA GeForce RTX 4070 Laptop GPU, 96, 7929, 8188, 60, 54.88, 1965
2026/07/14 00:54:31.232, NVIDIA GeForce RTX 4070 Laptop GPU, 94, 7903, 8188, 59, 54.90, 2100
2026/07/14 00:55:31.274, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7903, 8188, 58, 43.65, 2490
2026/07/14 00:56:31.303, NVIDIA GeForce RTX 4070 Laptop GPU, 97, 7903, 8188, 61, 54.85, 1950
2026/07/14 00:57:31.336, NVIDIA GeForce RTX 4070 Laptop GPU, 95, 7903, 8188, 60, 55.19, 2010
2026/07/14 00:58:31.394, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7903, 8188, 58, 33.88, 2490
2026/07/14 00:59:31.452, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7903, 8188, 60, 34.81, 2490
2026/07/14 01:00:31.496, NVIDIA GeForce RTX 4070 Laptop GPU, 97, 7903, 8188, 61, 54.76, 1980
2026/07/14 01:01:31.555, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7903, 8188, 58, 34.84, 2490
2026/07/14 01:02:31.588, NVIDIA GeForce RTX 4070 Laptop GPU, 97, 7903, 8188, 62, 41.07, 1890
2026/07/14 01:03:31.631, NVIDIA GeForce RTX 4070 Laptop GPU, 74, 7919, 8188, 62, 55.53, 2490
2026/07/14 01:04:31.664, NVIDIA GeForce RTX 4070 Laptop GPU, 95, 7919, 8188, 62, 55.00, 2070
2026/07/14 01:05:31.706, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7919, 8188, 57, 31.96, 2490
2026/07/14 01:06:31.741, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7919, 8188, 60, 43.85, 2475
2026/07/14 01:07:31.796, NVIDIA GeForce RTX 4070 Laptop GPU, 97, 7919, 8188, 61, 54.92, 1995
2026/07/14 01:08:31.836, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7919, 8188, 59, 40.86, 2490
2026/07/14 01:09:31.880, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7919, 8188, 60, 43.97, 2490
2026/07/14 01:10:31.916, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7919, 8188, 60, 30.82, 2490
2026/07/14 01:11:31.955, NVIDIA GeForce RTX 4070 Laptop GPU, 96, 7919, 8188, 61, 54.96, 1995
2026/07/14 01:12:32.015, NVIDIA GeForce RTX 4070 Laptop GPU, 93, 7919, 8188, 59, 55.05, 2100
2026/07/14 01:13:32.058, NVIDIA GeForce RTX 4070 Laptop GPU, 97, 7919, 8188, 61, 42.63, 1815
2026/07/14 01:14:32.102, NVIDIA GeForce RTX 4070 Laptop GPU, 97, 7919, 8188, 61, 40.04, 2250
