timestamp,name,utilization.gpu [%],memory.used [MiB],memory.total [MiB],temperature.gpu,power.draw [W],clocks.sm [MHz]
2026/07/14 05:13:41.756, NVIDIA GeForce RTX 4070 Laptop GPU, 0, 0, 8188, 49, 19.36, 2175
2026/07/14 05:14:41.786, NVIDIA GeForce RTX 4070 Laptop GPU, 45, 3479, 8188, 63, 50.15, 2490
2026/07/14 05:15:41.839, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7931, 8188, 60, 34.93, 2490
2026/07/14 05:16:41.870, NVIDIA GeForce RTX 4070 Laptop GPU, 96, 7931, 8188, 63, 55.39, 1935
2026/07/14 05:17:41.905, NVIDIA GeForce RTX 4070 Laptop GPU, 96, 7923, 8188, 60, 55.01, 1995
2026/07/14 05:18:41.948, NVIDIA GeForce RTX 4070 Laptop GPU, 99, 7923, 8188, 62, 54.67, 1800
2026/07/14 05:19:42.008, NVIDIA GeForce RTX 4070 Laptop GPU, 94, 7923, 8188, 60, 54.84, 2085
2026/07/14 05:20:42.059, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7923, 8188, 59, 30.95, 2490
2026/07/14 05:21:42.113, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7923, 8188, 58, 33.47, 2490
2026/07/14 05:22:42.171, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7923, 8188, 58, 33.45, 2490
2026/07/14 05:23:42.212, NVIDIA GeForce RTX 4070 Laptop GPU, 97, 7923, 8188, 62, 54.99, 1980
2026/07/14 05:24:42.244, NVIDIA GeForce RTX 4070 Laptop GPU, 68, 7895, 8188, 61, 50.47, 2490
2026/07/14 05:25:42.280, NVIDIA GeForce RTX 4070 Laptop GPU, 95, 7895, 8188, 62, 54.83, 2025
2026/07/14 05:26:42.318, NVIDIA GeForce RTX 4070 Laptop GPU, 98, 7895, 8188, 60, 38.19, 1980
2026/07/14 05:27:42.357, NVIDIA GeForce RTX 4070 Laptop GPU, 95, 7895, 8188, 63, 54.99, 2040
2026/07/14 05:28:42.398, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7895, 8188, 58, 31.30, 2490
2026/07/14 05:29:42.442, NVIDIA GeForce RTX 4070 Laptop GPU, 95, 7895, 8188, 63, 54.98, 2085
2026/07/14 05:30:42.493, NVIDIA GeForce RTX 4070 Laptop GPU, 95, 7895, 8188, 62, 54.42, 1890
2026/07/14 05:31:42.527, NVIDIA GeForce RTX 4070 Laptop GPU, 93, 7895, 8188, 63, 51.87, 2490
2026/07/14 05:32:42.564, NVIDIA GeForce RTX 4070 Laptop GPU, 88, 7895, 8188, 63, 55.44, 2070
2026/07/14 05:33:42.609, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7895, 8188, 61, 54.24, 2100
2026/07/14 05:34:42.640, NVIDIA GeForce RTX 4070 Laptop GPU, 96, 7895, 8188, 61, 55.38, 2040
2026/07/14 05:35:42.690, NVIDIA GeForce RTX 4070 Laptop GPU, 90, 7895, 8188, 62, 51.47, 2205
2026/07/14 05:36:42.719, NVIDIA GeForce RTX 4070 Laptop GPU, 99, 7895, 8188, 62, 54.47, 1950
2026/07/14 05:37:42.762, NVIDIA GeForce RTX 4070 Laptop GPU, 94, 7899, 8188, 62, 54.90, 2070
2026/07/14 05:38:42.817, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7899, 8188, 58, 33.00, 2490
2026/07/14 05:39:42.858, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7899, 8188, 60, 42.52, 2490
2026/07/14 05:40:42.896, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7899, 8188, 63, 54.41, 2040
2026/07/14 05:41:42.928, NVIDIA GeForce RTX 4070 Laptop GPU, 96, 7899, 8188, 62, 54.79, 1995
2026/07/14 05:42:42.987, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7899, 8188, 57, 40.24, 2490
2026/07/14 05:43:43.036, NVIDIA GeForce RTX 4070 Laptop GPU, 66, 7899, 8188, 64, 56.95, 2415
2026/07/14 05:44:43.086, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7899, 8188, 60, 34.77, 2490
2026/07/14 05:45:43.125, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7899, 8188, 62, 54.40, 1965
2026/07/14 05:46:43.172, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7899, 8188, 61, 54.56, 2040
2026/07/14 05:47:43.226, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7899, 8188, 57, 31.45, 2490
2026/07/14 05:48:43.274, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7899, 8188, 58, 32.75, 2490
2026/07/14 05:49:43.314, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7899, 8188, 59, 40.38, 2490
2026/07/14 05:50:43.357, NVIDIA GeForce RTX 4070 Laptop GPU, 79, 7899, 8188, 64, 53.52, 2400
2026/07/14 05:51:43.393, NVIDIA GeForce RTX 4070 Laptop GPU, 74, 7899, 8188, 64, 54.05, 2490
